,index,AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType,Hour
162,15556,AM-15,248C7D075B2BEAB8,GRABADOR-SDZG-AM-15/20190628_182000.WAV,GRABADOR-SDZG-AM-15,20190628_182000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,28.06.2019 18:20,60.00046875,,2019-06-28 18:20:00,AudioMoth 248C7D075B2BEAB8,2019:12:10 06:22:03-08:00,WAV,WAV,audio/x-wav,18.0
163,13691,AM-15,248C7D075B2BEAB8,GRABADOR-SDZG-AM-15/20190615_193000.WAV,GRABADOR-SDZG-AM-15,20190615_193000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 19:30,60.00046875,,2019-06-15 19:30:00,AudioMoth 248C7D075B2BEAB8,2019:12:10 03:40:57-08:00,WAV,WAV,audio/x-wav,19.0
164,14849,AM-15,248C7D075B2BEAB8,GRABADOR-SDZG-AM-15/20190623_203000.WAV,GRABADOR-SDZG-AM-15,20190623_203000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 20:30,60.00046875,,2019-06-23 20:30:00,AudioMoth 248C7D075B2BEAB8,2019:12:10 05:20:52-08:00,WAV,WAV,audio/x-wav,20.0
165,14137,AM-15,248C7D075B2BEAB8,GRABADOR-SDZG-AM-15/20190618_215000.WAV,GRABADOR-SDZG-AM-15,20190618_215000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 21:50,60.00046875,,2019-06-18 21:50:00,AudioMoth 248C7D075B2BEAB8,2019:12:10 04:19:22-08:00,WAV,WAV,audio/x-wav,21.0
166,15434,AM-15,248C7D075B2BEAB8,GRABADOR-SDZG-AM-15/20190627_220000.WAV,GRABADOR-SDZG-AM-15,20190627_220000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 22:00,60.00046875,,2019-06-27 22:00:00,AudioMoth 248C7D075B2BEAB8,2019:12:10 06:11:30-08:00,WAV,WAV,audio/x-wav,22.0
167,14290,AM-15,248C7D075B2BEAB8,GRABADOR-SDZG-AM-15/20190619_232000.WAV,GRABADOR-SDZG-AM-15,20190619_232000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 23:20,60.00046875,,2019-06-19 23:20:00,AudioMoth 248C7D075B2BEAB8,2019:12:10 04:32:34-08:00,WAV,WAV,audio/x-wav,23.0
168,16150,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190614_001000.WAV,GRABADOR-SDZG-AM-16,20190614_001000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,14.06.2019 00:10,60.00046875,,2019-06-14 00:10:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:04:33-08:00,WAV,WAV,audio/x-wav,0.0
169,17167,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190621_014000.WAV,GRABADOR-SDZG-AM-16,20190621_014000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 01:40,60.00046875,,2019-06-21 01:40:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:36:17-08:00,WAV,WAV,audio/x-wav,1.0
170,17891,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190626_022000.WAV,GRABADOR-SDZG-AM-16,20190626_022000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 02:20,60.00046875,,2019-06-26 02:20:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:59:00-08:00,WAV,WAV,audio/x-wav,2.0
171,18040,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190627_031000.WAV,GRABADOR-SDZG-AM-16,20190627_031000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 03:10,60.00046875,,2019-06-27 03:10:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:03:40-08:00,WAV,WAV,audio/x-wav,3.0
172,17469,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190623_040000.WAV,GRABADOR-SDZG-AM-16,20190623_040000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 04:00,60.00046875,,2019-06-23 04:00:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:45:45-08:00,WAV,WAV,audio/x-wav,4.0
173,17189,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190621_052000.WAV,GRABADOR-SDZG-AM-16,20190621_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 05:20,60.00046875,,2019-06-21 05:20:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:36:58-08:00,WAV,WAV,audio/x-wav,5.0
174,17485,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190623_064000.WAV,GRABADOR-SDZG-AM-16,20190623_064000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 06:40,60.00046875,,2019-06-23 06:40:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:46:16-08:00,WAV,WAV,audio/x-wav,6.0
175,16047,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190613_070000.WAV,GRABADOR-SDZG-AM-16,20190613_070000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 07:00,60.00046875,,2019-06-13 07:00:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:01:22-08:00,WAV,WAV,audio/x-wav,7.0
176,18070,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190627_081000.WAV,GRABADOR-SDZG-AM-16,20190627_081000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 08:10,60.00046875,,2019-06-27 08:10:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:04:36-08:00,WAV,WAV,audio/x-wav,8.0
177,18656,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190701_095000.WAV,GRABADOR-SDZG-AM-16,20190701_095000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,01.07.2019 09:50,60.00046875,,2019-07-01 09:50:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:22:29-08:00,WAV,WAV,audio/x-wav,9.0
178,16498,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190616_101000.WAV,GRABADOR-SDZG-AM-16,20190616_101000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 10:10,60.00046875,,2019-06-16 10:10:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:15:21-08:00,WAV,WAV,audio/x-wav,10.0
179,18380,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190629_115000.WAV,GRABADOR-SDZG-AM-16,20190629_115000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,29.06.2019 11:50,60.00046875,,2019-06-29 11:50:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:14:22-08:00,WAV,WAV,audio/x-wav,11.0
180,17662,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190624_121000.WAV,GRABADOR-SDZG-AM-16,20190624_121000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 12:10,60.00046875,,2019-06-24 12:10:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:51:49-08:00,WAV,WAV,audio/x-wav,12.0
181,16232,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190614_135000.WAV,GRABADOR-SDZG-AM-16,20190614_135000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,14.06.2019 13:50,60.00046875,,2019-06-14 13:50:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:07:05-08:00,WAV,WAV,audio/x-wav,13.0
182,16955,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190619_142000.WAV,GRABADOR-SDZG-AM-16,20190619_142000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 14:20,60.00046875,,2019-06-19 14:20:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:29:40-08:00,WAV,WAV,audio/x-wav,14.0
183,17825,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190625_152000.WAV,GRABADOR-SDZG-AM-16,20190625_152000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 15:20,60.00046875,,2019-06-25 15:20:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:56:55-08:00,WAV,WAV,audio/x-wav,15.0
184,16106,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190613_165000.WAV,GRABADOR-SDZG-AM-16,20190613_165000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 16:50,60.00046875,,2019-06-13 16:50:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:03:11-08:00,WAV,WAV,audio/x-wav,16.0
185,16539,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190616_170000.WAV,GRABADOR-SDZG-AM-16,20190616_170000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 17:00,60.00046875,,2019-06-16 17:00:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:16:38-08:00,WAV,WAV,audio/x-wav,17.0
186,16403,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190615_182000.WAV,GRABADOR-SDZG-AM-16,20190615_182000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 18:20,60.00046875,,2019-06-15 18:20:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:12:24-08:00,WAV,WAV,audio/x-wav,18.0
187,18567,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190630_190000.WAV,GRABADOR-SDZG-AM-16,20190630_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 19:00,60.00046875,,2019-06-30 19:00:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:20:16-08:00,WAV,WAV,audio/x-wav,19.0
188,17709,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190624_200000.WAV,GRABADOR-SDZG-AM-16,20190624_200000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 20:00,60.00046875,,2019-06-24 20:00:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:53:17-08:00,WAV,WAV,audio/x-wav,20.0
189,17716,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190624_211000.WAV,GRABADOR-SDZG-AM-16,20190624_211000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,24.06.2019 21:10,60.00046875,,2019-06-24 21:10:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:53:31-08:00,WAV,WAV,audio/x-wav,21.0
190,15998,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190612_225000.WAV,GRABADOR-SDZG-AM-16,20190612_225000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,12.06.2019 22:50,60.00046875,,2019-06-12 22:50:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 09:59:52-08:00,WAV,WAV,audio/x-wav,22.0
191,18595,AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190630_234000.WAV,GRABADOR-SDZG-AM-16,20190630_234000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 23:40,60.00046875,,2019-06-30 23:40:00,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:21:09-08:00,WAV,WAV,audio/x-wav,23.0
192,19165,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190613_005000.WAV,GRABADOR-SDZG-AM-17,20190613_005000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 00:50,60.00046875,,2019-06-13 00:50:00,AudioMoth 248C7D075B2BF163,2019:12:09 13:36:30-08:00,WAV,WAV,audio/x-wav,0.0
193,19454,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_010000.WAV,GRABADOR-SDZG-AM-17,20190615_010000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,15.06.2019 01:00,60.00046875,,2019-06-15 01:00:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:01:16-08:00,WAV,WAV,audio/x-wav,1.0
194,19318,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190614_022000.WAV,GRABADOR-SDZG-AM-17,20190614_022000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,14.06.2019 02:20,60.00046875,,2019-06-14 02:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 13:49:39-08:00,WAV,WAV,audio/x-wav,2.0
195,20191,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190620_035000.WAV,GRABADOR-SDZG-AM-17,20190620_035000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20.06.2019 03:50,60.00046875,,2019-06-20 03:50:00,AudioMoth 248C7D075B2BF163,2019:12:09 15:04:43-08:00,WAV,WAV,audio/x-wav,3.0
196,19188,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190613_044000.WAV,GRABADOR-SDZG-AM-17,20190613_044000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 04:40,60.00046875,,2019-06-13 04:40:00,AudioMoth 248C7D075B2BF163,2019:12:09 13:38:28-08:00,WAV,WAV,audio/x-wav,4.0
197,21640,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190630_052000.WAV,GRABADOR-SDZG-AM-17,20190630_052000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 05:20,60.00046875,,2019-06-30 05:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 17:09:24-08:00,WAV,WAV,audio/x-wav,5.0
198,21070,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190626_062000.WAV,GRABADOR-SDZG-AM-17,20190626_062000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 06:20,60.00046875,,2019-06-26 06:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 16:20:32-08:00,WAV,WAV,audio/x-wav,6.0
199,21075,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190626_071000.WAV,GRABADOR-SDZG-AM-17,20190626_071000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 07:10,60.00046875,,2019-06-26 07:10:00,AudioMoth 248C7D075B2BF163,2019:12:09 16:20:57-08:00,WAV,WAV,audio/x-wav,7.0
200,21658,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190630_082000.WAV,GRABADOR-SDZG-AM-17,20190630_082000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 08:20,60.00046875,,2019-06-30 08:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 17:10:47-08:00,WAV,WAV,audio/x-wav,8.0
201,19934,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190618_090000.WAV,GRABADOR-SDZG-AM-17,20190618_090000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 09:00,60.00046875,,2019-06-18 09:00:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:42:35-08:00,WAV,WAV,audio/x-wav,9.0
202,20088,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190619_104000.WAV,GRABADOR-SDZG-AM-17,20190619_104000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 10:40,60.00046875,,2019-06-19 10:40:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:55:51-08:00,WAV,WAV,audio/x-wav,10.0
203,20379,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190621_111000.WAV,GRABADOR-SDZG-AM-17,20190621_111000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 11:10,60.00046875,,2019-06-21 11:10:00,AudioMoth 248C7D075B2BF163,2019:12:09 15:20:56-08:00,WAV,WAV,audio/x-wav,11.0
204,20098,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190619_122000.WAV,GRABADOR-SDZG-AM-17,20190619_122000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 12:20,60.00046875,,2019-06-19 12:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:56:43-08:00,WAV,WAV,audio/x-wav,12.0
205,19960,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190618_132000.WAV,GRABADOR-SDZG-AM-17,20190618_132000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,18.06.2019 13:20,60.00046875,,2019-06-18 13:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:44:49-08:00,WAV,WAV,audio/x-wav,13.0
206,19822,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190617_142000.WAV,GRABADOR-SDZG-AM-17,20190617_142000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,17.06.2019 14:20,60.00046875,,2019-06-17 14:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:32:56-08:00,WAV,WAV,audio/x-wav,14.0
207,19394,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190614_150000.WAV,GRABADOR-SDZG-AM-17,20190614_150000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,14.06.2019 15:00,60.00046875,,2019-06-14 15:00:00,AudioMoth 248C7D075B2BF163,2019:12:09 13:56:06-08:00,WAV,WAV,audio/x-wav,15.0
208,19115,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190612_163000.WAV,GRABADOR-SDZG-AM-17,20190612_163000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,12.06.2019 16:30,60.00046875,,2019-06-12 16:30:00,AudioMoth 248C7D075B2BF163,2019:12:09 13:32:11-08:00,WAV,WAV,audio/x-wav,16.0
209,20127,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190619_171000.WAV,GRABADOR-SDZG-AM-17,20190619_171000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 17:10,60.00046875,,2019-06-19 17:10:00,AudioMoth 248C7D075B2BF163,2019:12:09 14:59:13-08:00,WAV,WAV,audio/x-wav,17.0
210,20566,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190622_182000.WAV,GRABADOR-SDZG-AM-17,20190622_182000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 18:20,60.00046875,,2019-06-22 18:20:00,AudioMoth 248C7D075B2BF163,2019:12:09 15:37:03-08:00,WAV,WAV,audio/x-wav,18.0
211,20570,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190622_190000.WAV,GRABADOR-SDZG-AM-17,20190622_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 19:00,60.00046875,,2019-06-22 19:00:00,AudioMoth 248C7D075B2BF163,2019:12:09 15:37:24-08:00,WAV,WAV,audio/x-wav,19.0
212,20581,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190622_205000.WAV,GRABADOR-SDZG-AM-17,20190622_205000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 20:50,60.00046875,,2019-06-22 20:50:00,AudioMoth 248C7D075B2BF163,2019:12:09 15:38:21-08:00,WAV,WAV,audio/x-wav,20.0
213,19291,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190613_215000.WAV,GRABADOR-SDZG-AM-17,20190613_215000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,13.06.2019 21:50,60.00046875,,2019-06-13 21:50:00,AudioMoth 248C7D075B2BF163,2019:12:09 13:47:20-08:00,WAV,WAV,audio/x-wav,21.0
214,21600,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190629_224000.WAV,GRABADOR-SDZG-AM-17,20190629_224000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,29.06.2019 22:40,60.00046875,,2019-06-29 22:40:00,AudioMoth 248C7D075B2BF163,2019:12:09 17:05:57-08:00,WAV,WAV,audio/x-wav,22.0
215,20598,AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190622_234000.WAV,GRABADOR-SDZG-AM-17,20190622_234000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 23:40,60.00046875,,2019-06-22 23:40:00,AudioMoth 248C7D075B2BF163,2019:12:09 15:39:49-08:00,WAV,WAV,audio/x-wav,23.0
216,24149,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190702_002000.WAV,GRABADOR-SDZG-AM-2,20190702_002000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,02.07.2019 00:20,60.00046875,,2019-07-02 00:20:00,AudioMoth 248C7D075B2BF148,2019:12:08 08:00:57-08:00,WAV,WAV,audio/x-wav,0.0
217,22860,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190623_013000.WAV,GRABADOR-SDZG-AM-2,20190623_013000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 01:30,60.00046875,,2019-06-23 01:30:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:09:32-08:00,WAV,WAV,audio/x-wav,1.0
218,23444,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190627_025000.WAV,GRABADOR-SDZG-AM-2,20190627_025000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 02:50,60.00046875,,2019-06-27 02:50:00,AudioMoth 248C7D075B2BF148,2019:12:08 07:00:00-08:00,WAV,WAV,audio/x-wav,2.0
219,24024,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190701_033000.WAV,GRABADOR-SDZG-AM-2,20190701_033000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,01.07.2019 03:30,60.00046875,,2019-07-01 03:30:00,AudioMoth 248C7D075B2BF148,2019:12:08 07:50:08-08:00,WAV,WAV,audio/x-wav,3.0
220,23883,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190630_040000.WAV,GRABADOR-SDZG-AM-2,20190630_040000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,30.06.2019 04:00,60.00046875,,2019-06-30 04:00:00,AudioMoth 248C7D075B2BF148,2019:12:08 07:37:57-08:00,WAV,WAV,audio/x-wav,4.0
221,21877,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_054000.WAV,GRABADOR-SDZG-AM-2,20190616_054000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,16.06.2019 05:40,60.00046875,,2019-06-16 05:40:00,AudioMoth 248C7D075B2BF148,2019:12:08 04:44:47-08:00,WAV,WAV,audio/x-wav,5.0
222,22311,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190619_060000.WAV,GRABADOR-SDZG-AM-2,20190619_060000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 06:00,60.00046875,,2019-06-19 06:00:00,AudioMoth 248C7D075B2BF148,2019:12:08 05:22:07-08:00,WAV,WAV,audio/x-wav,6.0
223,22895,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190623_072000.WAV,GRABADOR-SDZG-AM-2,20190623_072000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,23.06.2019 07:20,60.00046875,,2019-06-23 07:20:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:12:33-08:00,WAV,WAV,audio/x-wav,7.0
224,23332,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190626_081000.WAV,GRABADOR-SDZG-AM-2,20190626_081000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 08:10,60.00046875,,2019-06-26 08:10:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:50:19-08:00,WAV,WAV,audio/x-wav,8.0
225,23339,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190626_092000.WAV,GRABADOR-SDZG-AM-2,20190626_092000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,26.06.2019 09:20,60.00046875,,2019-06-26 09:20:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:50:55-08:00,WAV,WAV,audio/x-wav,9.0
226,22624,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190621_101000.WAV,GRABADOR-SDZG-AM-2,20190621_101000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 10:10,60.00046875,,2019-06-21 10:10:00,AudioMoth 248C7D075B2BF148,2019:12:08 05:49:09-08:00,WAV,WAV,audio/x-wav,10.0
227,23209,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190625_114000.WAV,GRABADOR-SDZG-AM-2,20190625_114000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 11:40,60.00046875,,2019-06-25 11:40:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:39:41-08:00,WAV,WAV,audio/x-wav,11.0
228,23211,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190625_120000.WAV,GRABADOR-SDZG-AM-2,20190625_120000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,25.06.2019 12:00,60.00046875,,2019-06-25 12:00:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:39:51-08:00,WAV,WAV,audio/x-wav,12.0
229,24374,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190703_135000.WAV,GRABADOR-SDZG-AM-2,20190703_135000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,03.07.2019 13:50,60.00046875,,2019-07-03 13:50:00,AudioMoth 248C7D075B2BF148,2019:12:08 08:20:24-08:00,WAV,WAV,audio/x-wav,13.0
230,22651,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190621_144000.WAV,GRABADOR-SDZG-AM-2,20190621_144000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21.06.2019 14:40,60.00046875,,2019-06-21 14:40:00,AudioMoth 248C7D075B2BF148,2019:12:08 05:51:28-08:00,WAV,WAV,audio/x-wav,14.0
231,22799,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_152000.WAV,GRABADOR-SDZG-AM-2,20190622_152000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22.06.2019 15:20,60.00046875,,2019-06-22 15:20:00,AudioMoth 248C7D075B2BF148,2019:12:08 06:04:16-08:00,WAV,WAV,audio/x-wav,15.0
232,22371,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190619_160000.WAV,GRABADOR-SDZG-AM-2,20190619_160000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,19.06.2019 16:00,60.00046875,,2019-06-19 16:00:00,AudioMoth 248C7D075B2BF148,2019:12:08 05:27:18-08:00,WAV,WAV,audio/x-wav,16.0
233,23534,AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190627_175000.WAV,GRABADOR-SDZG-AM-2,20190627_175000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,27.06.2019 17:50,60.00046875,,2019-06-27 17:50:00,AudioMoth 248C7D075B2BF148,2019:12:08 07:07:47-08:00,WAV,WAV,audio/x-wav,17.0
